strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
5006,נָאַץ,H,,a primitive root,,V,to spurn,"1) to spurn, contemn, despise, abhor<br>&emsp;1a) (Qal) to spurn, contemn<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to spurn<br>&emsp;&emsp;1b2) to cause to contemn<br>&emsp;1c) (Hiphil) to spurn<br>&emsp;1d) (Hithpolel) to be contemned",nāʾaṣ,
5007,נְאָצָה,H,5006+נאץ,from H5006,"נְאָצָה, נֶאָצָה",N-F,contempt,"1) contempt, contumely|1) contempt, blasphemy",nᵊʾāṣā,
5008,נָאַק,H,,a primitive root,,V,to groan,1) (Qal) to groan,nāʾaq,
5009,נְאָקָה,H,5008+נאק,from H5008,,N-F,groan,"1) groan, groaning",nᵊʾāqā,
5010,נָאַר,H,,a primitive root,,V,to disown,"1) (Piel) to abhor, spurn",nāʾar,
5011,נֹב,H,5108+נוב ניב,the same as H5108,,N_N--L,Nob,"Nob = ""high place""<br>1) a priestly city in the Benjamin situated on some eminence north but near Jerusalem",nōv,
5012,נָבָא,H,,a primitive root,,V,to prophesy,1) to prophesy<br>&emsp;1a) (Niphal)<br>&emsp;&emsp;1a1) to prophesy<br>1a1a) under influence of divine spirit<br>1a1b) of false prophets<br>&emsp;1b)(Hithpael)<br>&emsp;&emsp;1b1) to prophesy<br>1b1a) under influence of divine spirit<br>1b1b) of false prophets,nāvāʾ,
5013,נבא,A,5012+נבא,(Aramaic) corresponding to H5012,,V,to prophesy,v<br>1) (CLBL) (Ithpael) to prophesy,nbʾ,
5014,נָבַב,H,,a primitive root,,V,be hollow,1) (Qal) to hollow out<br>&emsp;1a) hollowed (participle),nāvav,
5015,נְבוֹ,H,,probably of foreign derivation,"נְבוֹ, נְבוֹ",N_N-M-P;N_N--L|N_N-M-T,Nebo,"Nebo = ""prophet""<br>n pr loc<br>1) a city in Moab and at one time assigned to Reuben; probably located on or near Mount Nebo<br>2) a city in Judah (maybe Benjamin) from which the families of some exiles, who returned from Babylon with Zerubbabel, originally came<br>3) the mountain where Moses died; located east of the Jordan opposite Jericho; site uncertain|Nebo = ""prophet""<br>n pr m<br>1) a Babylonian deity who presided over learning and letters; corresponds to Greek Hermes, Latin Mercury, and Egyptian Thoth",nᵊvō,m
5016,נְבוּאָה,H,5012+נבא,from H5012,,N-F,prophecy,1) prophecy<br>&emsp;1a) prophecy<br>&emsp;&emsp;1a1) specific and genuine<br>&emsp;&emsp;1a2) false<br>&emsp;1b) prophetic writing,nᵊvūʾā,
5017,נְבוּאָה,A,5016+נבואה,(Aramaic) corresponding to H5016,,N-F,prophesying,1) prophesying,nᵊvūʾā,
5018,נְבוּזַרְאֲדָן,H,,of foreign origin,,N_N-M-P,Nebuzaradan,"Nebuzaradan = ""Nebo has given seed""<br>1) a general of Nebuchadnezzar's army at the capture of Jerusalem",nᵊvūzarʾădān,
5019,"נְבוּכַדְרֶאצַּר, נְבוּכַדְנֶצַּר",H,,of foreign derivation,,N_N-M-P,Nebuchadrezzar,"Nebuchadnezzar or Nebuchadrezzar = ""may Nebo protect the crown""<br>1) the great king of Babylon who captured Jerusalem and carried Judah captive","nᵊvūxadreʾṣar, nᵊvūxadneṣṣar",
5020,נְבוּכַדְנֶצַּר,A,5019+נבוכדנאצר נבוכדראצר נבוכדראצור,(Aramaic) corresponding to H5019,,N_N-M-P,Nebuchadnezzar,"Nebuchadnezzar = ""may Nebo protect the crown""<br>1) the great king of Babylon who captured Jerusalem and carried Judah captive",nᵊvūxadneṣṣar,
5021,נְבוּשַׁזְבָּן,H,,of foreign derivation,,N_N-M-P,Nebushazban,"Nebushasban = ""Nebo delivers me""<br>1) one of the officers of Nebuchadnezzar at the capture of Jerusalem",nᵊvūšazbān,
5022,נָבוֹת,H,5011+נוב,feminine plural from the same as H5011,,N_N-M-P,Naboth,"Naboth = ""fruits""<br>1) the vineyard owner of Jezreel who Ahab and Jezebel had killed so that they could have his vineyard",nāvōt,
5023,נְבִזְבָּה,A,,(Aramaic) of uncertain derivation,,N-F,reward,1) reward,nᵊvizbā,
5024,נָבַח,H,,a primitive root,,V,to bark,1) (Qal) to bark,nāvaḥ,
5025,נֹ֫בַח,H,5024+נבח,from H5024,,N_N-M-P;N_N--L,Nobah,"Nobah = ""barking""<br>n pr m<br>1) a warrior of Manasseh who during the conquest of the territory on the east of the Jordan possessed himself of the town of Kenath and surrounding villages<br>n pr loc<br>2) a place in Gilead which comprised the towns of Kenath and its surrounding villages captured by 1 above and renamed after himself; area eventually regained its original identity",nōvaḥ,
5026,נִבְחַז,H,,of foreign origin,,N_N-M-T,Nibhaz,"Nibhaz = ""the barker""<br>1) a deity of the Avites introduced by them into Samaria in the time of Shalmaneser; idol had the figure of a dog",nivḥaz,
5027,נָבַט,H,,a primitive root,,V,to look,"1) to look, regard<br>&emsp;1a) (Piel) to look<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) tolook<br>&emsp;&emsp;1b2) to regard, show regard to, pay attention to, consider<br>&emsp;&emsp;1b3) to look upon, regard, show regard to",nāvaṭ,
5028,נְבָט,H,5027+נבט,from H5027,,N_N-M-P,Nebat,"Nebat = ""aspect""<br>1) an Ephraimite of Zereda, father of king Jeroboam I of the northern kingdom of Israel",nᵊvāṭ,
5029,נְבִיא,A,5030+נביא,(Aramaic) corresponding to H5030,,N-M,prophet,1) prophet,nᵊvīʾ,
5030,נָבִיא,H,5012+נבא,from H5012,,N-M,prophet,"1) spokesman, speaker, prophet<br>&emsp;1a) prophet<br>&emsp;1b) false prophet<br>&emsp;1c) heathen prophet",nāvīʾ,
5031,נְבִיאָה,H,5030+נביא,feminine of H5030,,N-F,prophetess,1) prophetess<br>&emsp;1a) ancient type endowed with gift of song (Miriam)<br>&emsp;1b) later type consulted for a word (Huldah)<br>&emsp;1c) false prophetess (Noadiah)<br>&emsp;1d) wife of Isaiah the prophet,nᵊvīʾā,
5032,נְבָיוֹת,H,5107+נוב,feminine plural from H5107,,N_N-M-P,Nebaioth,"Nebaioth or Nebajoth = ""heights""<br>1) a son of Ishmael<br>2) people descended from1 called the Nabateans with their capital at Petra",nᵊvāyōt,
5033,נֵ֫בֶךְ,H,,from an unused root meaning to burst forth,,N-M,spring,"1) spring, springs",nēvex,
5034,נָבַל,H,,a primitive root,"נָבֵל, נָבַל",V,be senseless|to wither,"1) to be senseless, be foolish<br>&emsp;1a) (Qal) to be foolish<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to regard or treat as foolish<br>&emsp;&emsp;1b2) to treat with contempt|1) to sink or drop down, languish, wither and fall, fade<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to sink or drop down<br>&emsp;&emsp;1a2) to fall, wither and fall, fade<br>&emsp;&emsp;1a3) to droop",nāval,m
5035,נֵ֫בֶל,H,5034+נבל,from H5034,"נֵ֫בֶל, נֵ֫בֶל",N-M,bag|harp,"1) a skin-bag, jar, pitcher<br>&emsp;1a) skin-bottle, skin<br>&emsp;1b) jar, pitcher (earthen)|1) harp, lute, guitar, musical instrument",nēvel,m
5036,נָבָל,H,5034+נבל,from H5034,,A,foolish,"1) foolish, senseless, fool",nāvāl,
5037,נָבָל,H,5036+נבל,the same as H5036,,N_N-M-P,Nabal,"Nabhal or Nabal = ""fool""<br>1) a man of Carmel who spurned David's messengers, then died of shock when he realised it might cause his death; his case was pleaded by his wife Abigail who became David's wife after his death",nāvāl,
5038,נְבֵלָה,H,5034+נבל,from H5034,,N-F,carcass,"1) carcass, corpse<br>&emsp;1a) of humans, idols, animals",nᵊvēlā,
5039,נְבָלָה,H,5036+נבל,feminine of H5036,,N-F,folly,"1) senselessness, folly<br>&emsp;1a) disgraceful folly<br>&emsp;&emsp;1a1) of immorality, profane actions<br>&emsp;1b) disgrace, contumely disgrace",nᵊvālā,
5040,נַבְלוּת,H,5036+נבל,from H5036,,N-F,lewdness,"1) immodesty, shamelessness, lewdness, pudenda (of female)",navlūt,
5041,נְבַלָּ֑ט,H,5036+נבל|3909+לט,apparently from H5036 and H3909,,N_N--L,Neballat,"Neballat = ""hidden folly""<br>1) a town of Benjamin reoccupied after the captivity",nᵊvallāṭ,
5042,נָבַע,H,,a primitive root,,V,to bubble,"1) to flow, pour out, pour, gush forth, spring, bubble up, ferment<br>&emsp;1a) (Qal) to flow<br>&emsp;1b)(Hiphil) to pour out, emit, cause to bubble, belch forth<br>&emsp;&emsp;1b1) to pour out<br>&emsp;&emsp;1b2) to cause to bubble, ferment<br>&emsp;&emsp;1b3) to pour forth, emit, belch forth",nāvaʿ,
5043,נֶבְרַשְׁתָּא,A,,(Aramaic) from an unused root meaning to shine,,N-F,lampstand,"1) lamp stand, candlestick<br>&emsp;1a) not the 7 branch candlestick of the temple",nevraštāʾ,
5044,נִבְשָׁן,H,,of uncertain derivation,,N_N--L,Nibshan,"Nibshan = ""soft soil""<br>1) one of the 6 cities of Judah which were in the wilderness",nivšān,
5045,נֶ֫גֶב,H,,from an unused root meaning to be parched,,N_N--L,Negeb,"1) south-country, Nekeb, south<br>&emsp;1a) south-country<br>&emsp;&emsp;1a1) region of southern Judah, boundaries not specific<br>&emsp;1b) south",negev,
5046,נָגַד,H,,a primitive root,,V,to tell,"1) to be conspicuous, tell, make known<br>&emsp;1a) (Hiphil) to tell, declare<br>&emsp;&emsp;1a1) to tell, announce, report<br>&emsp;&emsp;1a2) to declare, make known, expound<br>&emsp;&emsp;1a3) to inform of<br>&emsp;&emsp;1a4) to publish, declare, proclaim<br>&emsp;&emsp;1a5) to avow, acknowledge, confess<br>1a5a) messenger (participle)<br>&emsp;1b) (Hophal) to be told, be announced, be reported",nāgad,
5047,נְגַד,A,5046+נגד,(Aramaic) corresponding to H5046,,V,to flow,"1) (Pael) to stream, flow",nᵊgad,
5048,נֶ֫גֶד,H,5046+נגד,from H5046,,PREP,before,"subst<br>1) what is conspicuous, what is in front of<br>adv<br>2) in front of, straight forward, before, in sight of<br>3) in front of oneself, straightforward<br>4) before your face, in your view or purpose<br>with prep<br>5) what is in front of, corresponding to<br>6) in front of, before<br>7) in the sight or presence of<br>8) parallel to<br>9) over, for<br>10) in front, opposite<br>11) at a distance<br>prep<br>12) from the front of, away from<br>13) from before the eyes of, opposite to, at a distance from<br>14) from before, in front of<br>15) as far as the front of",neged,
5049,נֶ֫גֶד,A,5048+נגד,(Aramaic) corresponding to H5048,,PREP,before,"1) in front of, facing",neged,
5050,נָגַהּ,H,,a primitive root,,V,to shine,1) to shine<br>&emsp;1a) (Qal) to shine<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to enlighten<br>&emsp;&emsp;1b2) to cause to shine,nāgah,
5051,נֹ֫גַהּ,H,5050+נגה,from H5050,,N-F,brightness,1) brightness,nōgah,
5052,נֹ֫גַהּ,H,5051+נוגה,the same as H5051,,N_N-M-P,Nogah,"Nogah = ""brightness""<br>1) one of the 13 sons of David born to him in Jerusalem",nōgah,
5053,נֹ֫גַהּ,A,5051+נוגה,(Aramaic) corresponding to H5051,,N-F,daylight,"1) brightness, daylight",nōgah,
5054,נְגֹהָה,H,5051+נוגה,feminine of H5051,,N-F,brightness,1) brightness,nᵊgōhā,
5055,נָגַח,H,,a primitive root,,V,to gore,"1) to push, thrust, gore<br>&emsp;1a) (Qal) to gore<br>&emsp;1b) (Piel) to push or thrust at<br>&emsp;1c) (Hithpael) to engage in thrusting, wage war",nāgaḥ,
5056,נַגָּח,H,5055+נגח,from H5055,,A,goring,"1) addicted to goring, apt to gore",naggāḥ,
5057,נָגִיד,H,5046+נגד,from H5046,,N-M,leader,"1) leader, ruler, captain, prince<br>&emsp;1a) ruler, prince<br>&emsp;1b) prince-overseer<br>&emsp;1c) ruler (in other capacities)<br>&emsp;1d) princely things",nāgīd,
5058,נְגִינָה,H,5059+נגן,from H5059,,N-F,music,"1) music, song, taunt song<br>&emsp;1a) music (of stringed instrument)<br>&emsp;1b) song<br>&emsp;&emsp;1b1) taunting or mocking song",nᵊgīnā,
5059,נָגַן,H,,a primitive root,,V,to play,"1) to play or strike strings, play a stringed instrument<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) player (participle)<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to play<br>1b1a) player, minstrel (participle)",nāgan,
5060,נָגַע,H,,a primitive root,,V,to touch,"1) to touch, reach, strike<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to touch<br>&emsp;&emsp;1a2) to strike<br>&emsp;&emsp;1a3) to reach, extend to<br>&emsp;&emsp;1a4) to be stricken<br>1a4a) stricken (participle)<br>&emsp;1b) (Niphal) to be stricken, be defeated<br>&emsp;1c) (Piel) to strike<br>&emsp;1d) (Pual) to be stricken (by disease)<br>&emsp;1e) (Hiphil) to cause to touch, reach, approach, arrive<br>&emsp;&emsp;1e1) to cause to touch, apply<br>&emsp;&emsp;1e2) to reach, extend, attain, arrive, come<br>&emsp;&emsp;1e3) to approach (of time)<br>&emsp;&emsp;1e4) to befall (of fate)",nāgaʿ,
5061,נֶ֫גַע,H,5060+נגע,from H5060,,N-M,plague,"1) stroke, plague, disease, mark, plague spot<br>&emsp;1a) stroke, wound<br>&emsp;1b) stroke (metaphorical of disease)<br>&emsp;1c) mark (of leprosy)",negaʿ,
5062,נָגַף,H,,a primitive root,,V,to strike,"1) to strike, smite<br>&emsp;1a) (Qal) to strike, smite<br>&emsp;1b) (Niphal) to be stricken, be smitten<br>&emsp;1c) (Hithpael) to stumble",nāgaf,
5063,נֶ֫גֶף,H,5062+נגף,from H5062,,N-M,plague,"1) blow, striking, plague<br>&emsp;1a) blow, plague (fatal)<br>&emsp;1b) striking",negef,
5064,נָגַר,H,,a primitive root,,V,to pour,"1) to pour, run, flow, pour down<br>&emsp;1a) (Niphal)<br>&emsp;&emsp;1a1) to be poured, be spilt<br>&emsp;&emsp;1a2) to pour oneself, flow, trickle<br>&emsp;&emsp;1a3) to vanish (fig.)<br>&emsp;&emsp;1a4) to be stretched out<br>&emsp;1b) (Hiphil) to pour down<br>&emsp;1c) (Hophal) to melt",nāgar,
5065,נָגַשׂ,H,,a primitive root,,V,to oppress,"1) to press, drive, oppress, exact, exert demanding pressure<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to press, drive<br>&emsp;&emsp;1a2) to exact<br>&emsp;&emsp;1a3) driver, taskmaster, ruler, oppressor, tyrant, lord, exactor of tribute (participle)<br>&emsp;1b) (Niphal) to be hard pressed",nāgaś,
5066,נָגַשׁ,H,,a primitive root,,V,to approach,"1) to draw near, approach<br>&emsp;1a) (Qal) to draw or come near<br>&emsp;&emsp;1a1) of humans<br>1a1a) of sexual intercourse<br>&emsp;&emsp;1a2) of inanimate subject<br>1a2a) to approach one another<br>&emsp;1b) (Niphal) to draw near<br>&emsp;1c) (Hiphil) to cause to approach, bring near, bring<br>&emsp;1d) (Hophal) to be brought near<br>&emsp;1e) (Hithpael) to draw near",nāgaš,
5067,נֵד,H,5110+נוד,from H5110 in the sense of piling up,,N-M,heap,1) heap,nēd,
5068,נָדַב,H,,a primitive root,,V,be willing,"1) to incite, impel, make willing<br>&emsp;1a) (Qal) to incite, impel<br>&emsp;1b) (Hithpael)<br>&emsp;&emsp;1b1) to volunteer<br>&emsp;&emsp;1b2) to offer free-will offerings",nādav,
5069,נְדַב,A,5068+נדב,(Aramaic) corresponding to H5068,,V,be willing,"1) to volunteer, offer freely<br>&emsp;1a) (Ithpael)<br>&emsp;&emsp;1a1) to volunteer<br>&emsp;&emsp;1a2) to give freely, offer freely",nᵊdav,
5070,נָדָב,H,5068+נדב,from H5068,,N_N-M-P,Nadab,"Nadab = ""generous""<br>1) eldest son of Aaron by Elisheba; struck dead before the sanctuary in the wilderness for kindling the censers with strange fire<br>2) son of king Jeroboam I of the northern kingdom of Israel and king of Israel for 2 years before being slain by Baasha<br>3) a Jerahmeelite, son of Shammai, of the tribe of Judah<br>4) a son of Gibeon of the tribe of Benjamin",nādāv,
5071,נְדָבָה,H,5068+נדב,from H5068,,N-F,voluntariness,"1) voluntariness, free-will offering<br>&emsp;1a) voluntariness<br>&emsp;1b) freewill, voluntary, offering",nᵊdāvā,
5072,נְדַבְיָה,H,5068+נדב|3050+יה,from H5068 and H3050,,N_N-M-P,Nedabiah,"Nedabiah = ""whom Jehovah impels""<br>1) one of the sons of king Jehoiachin (Jeconiah) of Judah",nᵊdavyā,
5073,נִדְבָּךְ,A,,(Aramaic) from a root meaning to stick,,N-M,layer,"1) row, layer, course (of stones)",nidbāxᵊ,
5074,נָדַד,H,,a primitive root,,V,to wander,"1) to retreat, flee, depart, move, wander abroad, stray, flutter<br>&emsp;1a)(Qal)<br>&emsp;&emsp;1a1) to retreat, flee<br>&emsp;&emsp;1a2) to flee, depart<br>&emsp;&emsp;1a3) to wander, stray<br>&emsp;&emsp;1a4) to flutter (of birds)<br>&emsp;1b) (Poal) to flee away, be chased<br>&emsp;1c) (Hiphil) to chase away<br>&emsp;1d) (Hophal) to be chased away<br>&emsp;1e) (Hithpolel) to flee away",nādad,
5075,נְדַד,A,5074+נדד,(Aramaic) corresponding to H5074,,V,to flee,1) (P'al) to flee,nᵊdad,
5076,נְדוּד,H,5074+נדד,passive participle of H5074,,N-M,tossing,1) tossing (of sleeplessness),nᵊdūd,
5077,נָדָא,H,,a primitive root,"נָדָא, נָדָה",V,to drive away|to put away,"1) (Hiphil) exclude, drive away, thrust aside|1) (Piel) cast out, put away",nādāʾ,m
5078,נֶ֑דֶה,H,5077+נדה נדא,from H5077 in the sense of freely flinging money,,N-M,gift,1) gift,nedeh,
5079,נִדָּה,H,5074+נדד,from H5074,,N-F,impurity,"1) impurity, filthiness, menstruous, set apart<br>&emsp;1a) impurity<br>&emsp;&emsp;1a1) of ceremonial impurity<br>&emsp;&emsp;1a2) of menstruation<br>&emsp;1b) impure thing (fig.)<br>&emsp;&emsp;1b1) of idolatry, immorality",niddā,
5080,נָדַח,H,,a primitive root,,V,to banish,"1) to impel, thrust, drive away, banish<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to impel<br>&emsp;&emsp;1a2) to thrust away, banish<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be impelled<br>&emsp;&emsp;1b2) to be thrust out, be banished<br>1b2a) banished, outcast (participle)<br>&emsp;&emsp;1b3) to be driven away<br>&emsp;&emsp;1b4) to be thrust away, thrust aside<br>&emsp;1c) (Pual) to be thrust into<br>&emsp;&emsp;1c1) thrust (participle)<br>&emsp;1d) (Hiphil)<br>&emsp;&emsp;1d1) to thrust, move, impel<br>&emsp;&emsp;1d2) to thrust out, banish<br>&emsp;&emsp;1d3) to thrust away, thrust aside<br>&emsp;1e) (Hophal) to be chased, be hunted<br>&emsp;&emsp;1e1) chased, hunted (participle)",nādaḥ,
5081,נָדִיב,H,5068+נדב,from H5068,,A,noble,"adj<br>1) inclined, willing, noble, generous<br>&emsp;1a) incited, inclined, willing<br>&emsp;1b) noble, princely (in rank)<br>&emsp;1c) noble (in mind and character)<br>n m<br>2) noble one",nādīv,
5082,נְדִיבָה,H,5081+נדיב,feminine of H5081,,N-F,honor,"1) nobility, nobleness, noble deeds<br>&emsp;1a) nobility (of rank), honour<br>&emsp;1b) noble things",nᵊdīvā,
5083,נָדָן,H,,probably from an unused root meaning to give,,N-M,gift,1) gift<br>&emsp;1a) of a harlot's bribe,nādān,
5084,נָדָן,H,,of uncertain derivation,,N-M,sheath,1) sheath,nādān,
5085,נִדְנֵ֑ה,A,5084+נדן,(Aramaic) from the same as H5084,,N-M,sheath,1) sheath<br>&emsp;1a) meaning uncertain,nidnēh,
5086,נָדַף,H,,a primitive root,,V,to drive,"1) to drive, drive away, drive asunder<br>&emsp;1a) (Qal) to drive about<br>&emsp;1b)(Niphal) to be driven, be driven about",nādaf,
5087,נָדַר,H,,a primitive root,,V,to vow,"1) to vow, make a vow<br>&emsp;1a) (Qal) to vow a vow",nādar,
5088,נֶ֫דֶר,H,5087+נדר,from H5087,,N-M,vow,"1) vow, votive offering",neder,
