strongNumber,etymDesc,heading,entrycontent
3408,plural of H3407,Jerioth,"Jerioth = ""curtains""<br>1) the wife or concubine of Caleb, the son of Hezron of the descendants of Judah"
3409,from an unused root meaning to be soft,thigh,"1) thigh, side, loin, base<br>&emsp;1a) thigh<br>&emsp;&emsp;1a1) outside of thigh (where sword was worn)<br>&emsp;&emsp;1a2) loins (as the seat of procreative power)<br>&emsp;1b) side (flank) (of object)<br>&emsp;1c) base"
3410,(Aramaic) corresponding to H3411,thigh,"1) thigh, loin, flank, side, recess"
3411,feminine of H3409,flank,"1) flank, side, extreme parts, recesses<br>&emsp;1a) side<br>&emsp;1b) sides, recesses (dual)"
3412,from H7311,Jarmuth,"Jarmuth = ""heights""<br>1) a Canaanitish city in the lowlands of Judah with a king and located between Hebron and Lachish<br>2) a Levitical city of Issachar allocated to the Gershonite Levites"
3413,from H7311,Jeremai,"Jeremai = ""my exaltations""<br>1) a descendant of Hashum who took a foreign wife in the time of Ezra and was compelled to put her away"
3414,from H7311 and H3050,Jeremiah,"Jeremiah = ""whom Jehovah has appointed""<br>1) the major prophet, son of Hilkiah of the priestly family in Anathoth; author of the prophetic book bearing his name<br>2) a man of Libnah and father of Hamutal the wife of king Josiah<br>3) a Gadite who joined David at Ziklag<br>4) a Manassehite, one of the mighty men of valour of the Transjordanic half tribe of Manasseh<br>5) a Gadite and warrior of David<br>6) a warrior of David<br>7) a priest who joined Nehemiah in the covenant ceremony<br>8) a priest also in the time of Nehemiah; maybe same as 7<br>9) father of Jaazaniah the Rechabites"
3415,a primitive root,be ill,"1) (Qal) to tremble, quiver"
3416,from H7495 and H410,Irpeel,"Irpeel = ""God will heal""<br>1) a city in Benjamin; site unknown"
3417,a primitive root,to spit,1) (Qal) to spit
3418,from H3417 (in the sense of vacuity of color),green,"1) green, greenness, green plants, greenery"
3419,from the same as H3418,herb,"1) herbs, herbage, vegetables, garden greens"
3420,from H3418,mildew,"1) mildew, paleness, lividness<br>&emsp;1a) mildew, rust<br>&emsp;1b) paleness"
3421,from H7324 and H5971,Jorkeam,"Jorkoam = ""the people empty""<br>1) a Calebite descendant of Judah"
3422,from the same as H3418,greenish,"1) greenish, pale green, greenish-yellow"
3423,a primitive root,to possess,"1) to seize, dispossess, take possession off, inherit, disinherit, occupy, impoverish, be an heir<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to take possession of<br>&emsp;&emsp;1a2) to inherit<br>&emsp;&emsp;1a3) to impoverish, come to poverty, be poor<br>&emsp;1b) (Niphal) to be dispossessed, be impoverished, come to poverty<br>&emsp;1c) (Piel) to devour<br>&emsp;1d) (Hiphil)<br>&emsp;&emsp;1d1) to cause to possess or inherit<br>&emsp;&emsp;1d2) to cause others to possess or inherit<br>&emsp;&emsp;1d3) to impoverish<br>&emsp;&emsp;1d4) to dispossess<br>&emsp;&emsp;1d5) to destroy, bring to ruin, disinherit"
3424,from H3423,possession,"1) possession, property"
3425,from H3423,possession,"1) possession, inheritance"
3426,"perhaps from an unused root meaning to stand out, or exist",be,"1) being, existence, substance, there is or are<br>&emsp;1a) substance<br>&emsp;1b) existence<br>&emsp;1c) there is or are"
3427,a primitive root,to dwell,"1) to dwell, remain, sit, abide<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to sit, sit down<br>&emsp;&emsp;1a2) to be set<br>&emsp;&emsp;1a3) to remain, stay<br>&emsp;&emsp;1a4) to dwell, have one's abode<br>&emsp;1b) (Niphal) to be inhabited<br>&emsp;1c) (Piel) to set, place<br>&emsp;1d) (Hiphil)<br>&emsp;&emsp;1d1) to cause to sit<br>&emsp;&emsp;1d2) to cause to abide, set<br>&emsp;&emsp;1d3) to cause to dwell<br>&emsp;&emsp;1d4) to cause (cities) to be inhabited<br>&emsp;&emsp;1d5) to marry (give an dwelling to)<br>&emsp;1e) (Hophal)<br>&emsp;&emsp;1e1) to be inhabited<br>&emsp;&emsp;1e2) to make to dwell"
3428,from H3427 and H1,Jeshebeab,"Jeshebeab = ""dwelling of the father""<br>1) a Levite, head of the 14th course of the priests"
3429,"from the active participle of H3427 and H7674, with a preposition and the article interposed",Josheb-basshebet,"Josheb-basshebeth = ""dwelling in rest""<br>1) one of David's mighty warriors"
3430,"from H3427 and H5011, with a pronominal suffix and a preposition interposed",Ishbi-benob,"Ishbi-benob = ""his dwelling is in Nob""<br>1) son of Rapha, one of the nation of Philistine giants who attacked David in battle and was slain by Abishai"
3431,from H7623,Ishbah,"Ishbah = ""he will praise""<br>1) father of Eshtemoa and descendant of Judah"
3432,patronymically from H3437,Jashubite,"Jashubites = see Jashub ""he will return""<br>1) descendants of Jashub of the tribe of Issachar"
3433,from H7725 and H3899,Jashubi-lehem,"Jashubi-lehem = ""returner of bread""<br>1) a descendant of Shelah, the son of Judah by Bath-shua the Canaanitess"
3434,from H7725 and H5971,Jashobeam,"Jashobeam = ""the people will return""<br>1) a Hachmonite, the leader of the 30 mighty warriors of David; he joined David at Ziklag and was best known as the man who slew 800 or 300 men at one time; also called 'Adino the Eznite'<br>2) a Korahite, another of David's mighty warriors; same as 1?"
3435,from an unused root corresponding to H7662,Ishbak,"Ishbak = ""he releases""<br>1) a son of Abraham by Keturah and progenitor of an Arabian tribe"
3436,from H3427 and H7186,Joshbekashah,"Joshbekashah = ""seated in hardness""<br>1) son of Heman and the leader of the 17th course of musicians"
3437,from H7725,Jashub,"Jashub = ""he will return""<br>1) the 3rd son of Issachar and founder of the family of Jashubites<br>2) one of the sons of Bani who had to put away a foreign wife in the time of Ezra"
3438,from H7737,Ishvah,"Ishuai or Isuah = ""he will resemble""<br>1) the 2nd son of Asher"
3439,from the same as H3445 and H3050,Jeshohaiah,"Jeshohaiah = ""Jehovah humbles""<br>1) a descendant of Shimei and a chief of the Simeonites"
3440,from H7737,Ishvi,"Ishui or Ishuai or Isui or Jesui = ""he resembles me""<br>1) the 2nd son of Saul by his wife Ahinoam<br>2) the 3rd son of Asher and founder of the family of Ishuaites"
3441,patronymically from H3440,Ishvite,"Jesuites = see Jesui ""he will justify me""<br>1) the descendants of Jesui ( H03440-2)"
3442,for H3091,Jeshua,"Jeshua = ""he is saved""<br>n pr m<br>1) son of Nun of the tribe of Ephraim and successor to Moses as the leader of the children of Israel; led the conquest of Canaan<br>2) son of Jehozadak and high priest after the restoration<br>3) a priest in the time of David who had charge of the 9th course<br>4) a Levite in the reign of Hezekiah<br>5) head of a Levitical house which returned from captivity in Babylon<br>6) father of a builder of the wall of Jerusalem in the time of Nehemiah<br>n pr loc<br>7) a town in southern Judah reinhabited by the people of Judah after the return from captivity"
3443,(Aramaic) corresponding to H3442,Jeshua,"Jeshua = ""he is saved""<br>1) an exilic priest who returned with Zerubbabel"
3444,feminine passive participle of H3467,salvation,"1) salvation, deliverance<br>&emsp;1a) welfare, prosperity<br>&emsp;1b) deliverance<br>&emsp;1c) salvation (by God)<br>&emsp;1d) victory"
3445,from an unused root meaning to gape (as the empty stomach),emptiness,"1) a sinking feeling, emptiness"
3446,from H7831,Isaac,"Isaac = ""he laughs""<br>1) son of Abraham by Sarah his wife and father of Jacob and Esau"
3447,a primitive root,to extend,"1) (Hiphil) to hold out, extend"
3448,from the same as H3426,Jesse,"Jesse = ""I possess""<br>1) son of Boaz and the father of king David"
3449,from H5383 and H3050,Isshiah,"Ishiah or Ishijah or Jesiah = ""Jehovah will lend""<br>1) a Korhite, one of David's mighty warriors who joined him at Ziklag<br>2) the 5th of 5 sons of Izrahiah and one of the heads of the tribe of Issachar in the time of David<br>3) a Levite, the 2nd son of Uzziel and grandson of Kohath<br>4) another Levite, son of Rehabiah<br>5) a descendant of Harim who had a foreign wife"
3450,from H7760 and H410,Jesimiel,"Jesimiel = ""God will place""<br>1) a Simeonite chief of the family of Shimei"
3451,from H3456,desolation,1) desolation
3452,from H3456,wilderness,"1) waste, wilderness, desert, desolate place"
3453,from H3486,aged,"1) aged, old man, aged one"
3454,from H3453,Jeshishai,"Jeshishai = ""my old one""<br>1) a Gadite from Gilead"
3455,a prim root,to put,"1) to put, place, set, appoint, make<br>&emsp;1a) (Qal) to put, place"
3456,a primitive root,be desolate,"1) (Qal) to ruin, be desolate"
3457,from H3456,Ishma,"Ishma = ""desolation""<br>1) a Judaite descended from Hur"
3458,from H8085 and H410,Ishmael,"Ishmael = ""God will hear""<br>1) son of Abraham and Sarah's handmaid Hagar and the progenitor of the Arabian peoples<br>2) son of Nethaniah and the murderer of Gedaliah<br>3) a Benjamite, one of the sons of Azel a descendant of Saul through Meribbaal or Mephibosheth<br>4) a Judaite, father of Zebadiah<br>5) a Judaite, son of Johanan and one of the captains who aided Jehoiada in restoring Joash to the throne<br>6) a priest of the family of Pashur with a foreign wife whom he was forced to put away by Ezra"
3459,patronymically from H3458,Ishmaelite,"Ishmaelite = see Ishmael ""God will hear""<br>1) a descendant of Ishmael"
3460,from H8085 and H3050,Ishmaiah,"Ishmaiah = ""Jehovah will hear""<br>1) a Gibeonite and one of David's mighty warriors<br>2) a son of Obadiah and the ruler of the tribe of Zebulun in the time of king David"
3461,from H8104,Ishmerai,"Ishmerai = ""He keeps me""<br>1) a Benjamite of the family of Elpaal"
3462,a primitive root,to sleep,"1) to sleep, be asleep<br>&emsp;1a) (Qal) to sleep, go to sleep, be asleep<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to remain a long time, be stored up<br>&emsp;&emsp;1b2) to be festering (of leprosy)<br>&emsp;1c) (Piel) to cause to sleep, entice to sleep"
3463,from H3462,sleeping,1) sleeping
3464,the same as H3463,Jashen,"Jashen = ""sleeping""<br>1) the father of one or more of David's mighty warriors"
3465,from H3462,old,"1) old, store, storage"
3466,feminine of H3465,Jeshanah,"Jeshanah = ""storage""<br>1) a town of the southern border of the northern kingdom near Bethel"
3467,a primitive root,to save,"1) to save, be saved, be delivered<br>&emsp;1a) (Niphal)<br>&emsp;&emsp;1a1) to be liberated, be saved, be delivered<br>&emsp;&emsp;1a2) to be saved (in battle), be victorious<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to save, deliver<br>&emsp;&emsp;1b2) to save from moral troubles<br>&emsp;&emsp;1b3) to give victory to"
3468,from H3467,salvation,"1) deliverance, salvation, rescue, safety, welfare<br>&emsp;1a) safety, welfare, prosperity<br>&emsp;1b) salvation<br>&emsp;1c) victory"
3469,from H3467,Ishi,"Ishi = ""He saves me""<br>1) son of Appaim, one of the line of Jerahmeel of the house of Hezron<br>2) a chief of Manasseh and head of a family on the east of Jordan<br>3) a chief of Judah, father of Zoheth<br>4) a chief of Simeon and head of a family"
3470,from H3467 and H3050,Isaiah,"Isaiah or Jesaiah or Jeshaiah = ""Jehovah has saved""<br>1) the major prophet, son of Amoz, who prophesied concerning Judah and Jerusalem during the days of kings Uzziah, Jotham, Ahaz, and Hezekiah of Judah; author of the prophetic book by his name; tradition has it that he was sawn asunder in the trunk of a carob tree by king Manasseh and that this is the incident referred to in Heb 11:37<br>2) one of the 6 sons of Jeduthun<br>3) son of Rehabiah, a descendant of Moses through Gershom, and an ancestor of a Levite treasurer in the time of David|Isaiah or Jesaiah or Jeshaiah = ""Jehovah has saved""<br>1) son of Hananiah, brother of Pelatiah, and grandson of Zerubbabel<br>2) a Benjamite<br>3) son of Athaliah and chief of the house of Elam who returned with Ezra<br>4) a chief of the descendants of Merari who returned with Ezra"
3471,from an unused root meaning to polish,jasper,1) jasper (a precious stone)
3472,perhaps from H8192,Ishpah,"Ispah = ""He is bare""<br>1) a Benjamite of the family of Beriah and one of the heads of his tribe"
3473,probably from the same as H8227,Ishpan,"Ishpan = ""he hides""<br>1) a Benjamite of the family of Shashak"
3474,a primitive root,to smooth,"1) to be right, be straight, be level, be upright, be just, be lawful, be smooth<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to go straight<br>&emsp;&emsp;1a2) to be pleasing, be agreeable, be right (fig.)<br>&emsp;&emsp;1a3) to be straightforward, be upright<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to make right, make smooth, make straight<br>&emsp;&emsp;1b2) to lead, direct, lead straight along<br>&emsp;&emsp;1b3) to esteem right, approve<br>&emsp;1c) (Pual) to be made level, be laid smoothly out<br>&emsp;1d) (Hiphil) to make straight, look straight"
3475,from H3474,Jesher,"Jesher = ""upright""<br>1) one of the sons of Caleb and grandson of Hezron by wife Azubah"
3476,from H3474,uprightness,"1) straightness, uprightness<br>&emsp;1a) straightness, evenness (moral implications)<br>&emsp;1b) rightness, uprightness<br>&emsp;1c) what is right, what is due"
3477,from H3474,upright,"1) straight, upright, correct, right<br>&emsp;1a) straight, level<br>&emsp;1b) right, pleasing, correct<br>&emsp;1c) straightforward, just, upright, fitting, proper<br>&emsp;1d) uprightness, righteous, upright<br>&emsp;1e) that which is upright (subst)"
3478,from H8280 and H410,Israel,"Israel = ""God prevails""<br>1) the second name for Jacob given to him by God after his wrestling with the angel at Peniel<br>2) the name of the descendants and the nation of the descendants of Jacob<br>&emsp;2a) the name of the nation until the death of Solomon and the split<br>&emsp;2b) the name used and given to the northern kingdom consisting of the 10 tribes under Jeroboam; the southern kingdom was known as Judah<br>&emsp;2c) the name of the nation after the return from exile"
3479,(Aramaic) corresponding to H3478,Israel,"Israel = ""God prevails""<br>1) the second name for Jacob given to him by God after his wrestling with the angel at Peniel<br>2) the name of the descendants and the nation of the descendants of Jacob<br>&emsp;2a) the name of the nation until the death of Solomon and the split<br>&emsp;2b) the name used and given to the northern kingdom consisting of the 10 tribes under Jeroboam; the southern kingdom was known as Judah<br>&emsp;2c) the name of the nation after the return from exile"
3480,by variation from H3477 and H410 with directive enclitic,Jesharelah,"Jesharelah = ""these are upright""<br>1) a Levite and son of Asaph and leader of the 7th course of the musicians"
3481,patronymically from H3478,Israelite,"Israelite = see Israel ""God prevails""<br>1) a descendant or inhabitant of the nation of Israel"
3482,feminine of H3481,Israelitess,"Israelitess = see Israel ""God prevails""<br>1) a female descendant or inhabitant of the nation of Israel"
3483,feminine or H3477,uprightness,1) uprightness
3484,from H3474,Jeshurun,"Jeshurun = ""upright one""<br>1) a symbolic name for Israel describing her ideal character"
3485,from H5375 and H7939,Issachar,"Issachar = ""there is recompense""<br>n pr m<br>1) the 9th son of Jacob and the 5th by Leah his first wife and the progenitor of a tribe by his name<br>2) a Korahite Levite and the 7th son of Obed-edom and doorkeeper to the temple<br>n pr coll<br>3) the tribe descended from Issachar the son of Jacob<br>n pr loc<br>4) the territory allocated to the descendants of Issachar when they entered the land of Canaan"
3486,from an unused root meaning to blanch,decrepit,"1) aged, decrepit, feeble"
3487,(Aramaic) corresponding to H853,whom,1) (mark of the direct object or the accusative and not translated)
3488,(Aramaic) corresponding to H3427,to dwell,"1) to sit, dwell<br>&emsp;1a) (P'al) to sit, be seated<br>&emsp;1b) (Aphel) to cause to dwell"
3489,from an unused root meaning to pin through or fast,peg,"1) pin, stake, peg, nail<br>&emsp;1a) pin, peg, tent pin, tent stake<br>&emsp;1b) nail, pin (fig.)<br>&emsp;1c) pin (used in weaving)"
3490,from an unused root meaning to be lonely,orphan,"1) an orphan, fatherless"
